system,commit_id,class_name,measure,metric_name,before_or_after_commit,value
NapWatch,5eb381be27202c966189bd77022554b573677ecb,AlarmInfo,coupling,CBO,after,0
NapWatch,5eb381be27202c966189bd77022554b573677ecb,AlarmInfo,coupling,RFC,before,0
NapWatch,5eb381be27202c966189bd77022554b573677ecb,AlarmInfo,coupling,RFC,after,0
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,MainActivity,coupling,CBO,before,23
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,MainActivity,coupling,CBO,after,28
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,MainActivity,coupling,RFC,before,19
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,MainActivity,coupling,RFC,after,25
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,OuvirMensagensCallback,coupling,CBO,before,5
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,OuvirMensagensCallback,coupling,CBO,after,8
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,OuvirMensagensCallback,coupling,RFC,before,4
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,OuvirMensagensCallback,coupling,RFC,after,5
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,Mensagem,coupling,CBO,before,1
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,Mensagem,coupling,CBO,after,2
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,Mensagem,coupling,RFC,before,0
android-ichat,5fbd2688c0ff40960d2deaf14274e443602231d1,Mensagem,coupling,RFC,after,0
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Pair,coupling,CBO,before,0
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Pair,coupling,CBO,after,0
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Pair,coupling,RFC,before,2
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Pair,coupling,RFC,after,13
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Hex,coupling,CBO,before,7
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Hex,coupling,CBO,after,5
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Hex,coupling,RFC,before,76
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,Hex,coupling,RFC,after,76
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexMapService,coupling,CBO,before,16
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexMapService,coupling,CBO,after,16
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexMapService,coupling,RFC,before,51
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexMapService,coupling,RFC,after,51
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexService,coupling,CBO,before,14
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexService,coupling,CBO,after,14
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexService,coupling,RFC,before,210
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,HexService,coupling,RFC,after,184
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,OpenGLWindow,coupling,CBO,before,32
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,OpenGLWindow,coupling,CBO,after,32
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,OpenGLWindow,coupling,RFC,before,102
ToothValley,605cd1106599407b9c6dff9bfa20b438468252b2,OpenGLWindow,coupling,RFC,after,102
tosthreepointone,6085b6c3dd8c687d4ba20e5e9365faaabbf4681f,UserDao,coupling,CBO,before,4
tosthreepointone,6085b6c3dd8c687d4ba20e5e9365faaabbf4681f,UserDao,coupling,CBO,after,4
tosthreepointone,6085b6c3dd8c687d4ba20e5e9365faaabbf4681f,UserDao,coupling,RFC,before,18
tosthreepointone,6085b6c3dd8c687d4ba20e5e9365faaabbf4681f,UserDao,coupling,RFC,after,18
Coordinate,61f69ed4b2410a1b7d542d5721d5eece4decead0,Main,coupling,CBO,before,0
Coordinate,61f69ed4b2410a1b7d542d5721d5eece4decead0,Main,coupling,CBO,after,0
Coordinate,61f69ed4b2410a1b7d542d5721d5eece4decead0,Main,coupling,RFC,before,101
Coordinate,61f69ed4b2410a1b7d542d5721d5eece4decead0,Main,coupling,RFC,after,101
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,ShapePanel,coupling,CBO,before,11
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,ShapePanel,coupling,CBO,after,10
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,ShapePanel,coupling,RFC,before,26
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,ShapePanel,coupling,RFC,after,22
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,JFrameDisplay,coupling,CBO,before,5
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,JFrameDisplay,coupling,CBO,after,5
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,JFrameDisplay,coupling,RFC,before,13
RotatingShape,61f9da85962b33017317979140fcbbcaa18e0a32,JFrameDisplay,coupling,RFC,after,11
AndroidKickStart,6201b6b70b8740e37092068149bc3ab8b4329852,CenteredToolbar,coupling,CBO,before,21
AndroidKickStart,6201b6b70b8740e37092068149bc3ab8b4329852,CenteredToolbar,coupling,CBO,after,21
AndroidKickStart,6201b6b70b8740e37092068149bc3ab8b4329852,CenteredToolbar,coupling,RFC,before,39
AndroidKickStart,6201b6b70b8740e37092068149bc3ab8b4329852,CenteredToolbar,coupling,RFC,after,27
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,LoginActivity,coupling,CBO,before,16
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,LoginActivity,coupling,CBO,after,17
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,LoginActivity,coupling,RFC,before,28
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,LoginActivity,coupling,RFC,after,30
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,UserSignedUpEvent,coupling,CBO,before,0
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,UserSignedUpEvent,coupling,CBO,after,0
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,UserSignedUpEvent,coupling,RFC,before,0
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,UserSignedUpEvent,coupling,RFC,after,0
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,ChatService,coupling,CBO,before,34
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,ChatService,coupling,CBO,after,34
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,ChatService,coupling,RFC,before,70
brew-chat,62986e93f887b3f7dbe19720f8dd0402a0f7fd25,ChatService,coupling,RFC,after,71
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,UserInterface,coupling,CBO,before,13
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,UserInterface,coupling,CBO,after,16
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,UserInterface,coupling,RFC,before,17
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,UserInterface,coupling,RFC,after,18
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,Simulator,coupling,CBO,before,8
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,Simulator,coupling,CBO,after,6
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,Simulator,coupling,RFC,before,20
CS1410GroupProject,629a93ee204e63c771d2b53f5ef74edda389a1a8,Simulator,coupling,RFC,after,19
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,TypeMappings,coupling,CBO,before,15
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,TypeMappings,coupling,CBO,after,16
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,TypeMappings,coupling,RFC,before,39
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,TypeMappings,coupling,RFC,after,39
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,ErrorBehaviorList,coupling,CBO,before,9
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,ErrorBehaviorList,coupling,CBO,after,11
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,ErrorBehaviorList,coupling,RFC,before,27
titan.EclipsePlug-ins,633949ef842f37ef0e44d026db7743ca69db31a4,ErrorBehaviorList,coupling,RFC,after,27
RecruitmentExcercise,645e831a08fea7a526b2619c68517e1292c4acb7,UfoSightingServiceSearch,coupling,CBO,before,12
RecruitmentExcercise,645e831a08fea7a526b2619c68517e1292c4acb7,UfoSightingServiceSearch,coupling,CBO,after,17
RecruitmentExcercise,645e831a08fea7a526b2619c68517e1292c4acb7,UfoSightingServiceSearch,coupling,RFC,before,29
RecruitmentExcercise,645e831a08fea7a526b2619c68517e1292c4acb7,UfoSightingServiceSearch,coupling,RFC,after,19
org.openwms,645fb693df0ff672bf3a04757328b9eab5edff6a,HttpCommonGateway,coupling,CBO,before,8
org.openwms,645fb693df0ff672bf3a04757328b9eab5edff6a,HttpCommonGateway,coupling,CBO,after,8
org.openwms,645fb693df0ff672bf3a04757328b9eab5edff6a,HttpCommonGateway,coupling,RFC,before,20
org.openwms,645fb693df0ff672bf3a04757328b9eab5edff6a,HttpCommonGateway,coupling,RFC,after,19
android-training,65b2b6cd04c927c4d2cf511e55d0e17ab5b53e9b,MainActivity,coupling,CBO,before,13
android-training,65b2b6cd04c927c4d2cf511e55d0e17ab5b53e9b,MainActivity,coupling,CBO,after,6
android-training,65b2b6cd04c927c4d2cf511e55d0e17ab5b53e9b,MainActivity,coupling,RFC,before,11
android-training,65b2b6cd04c927c4d2cf511e55d0e17ab5b53e9b,MainActivity,coupling,RFC,after,11
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameController,coupling,CBO,before,7
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameController,coupling,CBO,after,5
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameController,coupling,RFC,before,52
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameController,coupling,RFC,after,47
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameFrame,coupling,CBO,before,11
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameFrame,coupling,CBO,after,15
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameFrame,coupling,RFC,before,58
tictactoe-ai,65cd9723f4d3d28d3b3c86b8be7b9faeea1d5cb1,GameFrame,coupling,RFC,after,64
rxjava2-jdbc,65d12c09cffaaf0f5d44cc4907e9c50e16780e2c,MemberSingle,coupling,CBO,before,21
rxjava2-jdbc,65d12c09cffaaf0f5d44cc4907e9c50e16780e2c,MemberSingle,coupling,CBO,after,21
rxjava2-jdbc,65d12c09cffaaf0f5d44cc4907e9c50e16780e2c,MemberSingle,coupling,RFC,before,53
rxjava2-jdbc,65d12c09cffaaf0f5d44cc4907e9c50e16780e2c,MemberSingle,coupling,RFC,after,53
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,NavigationPanel,coupling,CBO,before,7
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,NavigationPanel,coupling,CBO,after,9
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,NavigationPanel,coupling,RFC,before,9
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,NavigationPanel,coupling,RFC,after,10
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,FrameDisplay,coupling,CBO,before,5
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,FrameDisplay,coupling,CBO,after,6
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,FrameDisplay,coupling,RFC,before,5
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,FrameDisplay,coupling,RFC,after,5
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,DataPanel,coupling,CBO,before,13
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,DataPanel,coupling,CBO,after,12
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,DataPanel,coupling,RFC,before,36
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,DataPanel,coupling,RFC,after,33
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,Controller,coupling,CBO,before,10
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,Controller,coupling,CBO,after,10
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,Controller,coupling,RFC,before,20
kod_counter,669b5e93c1ebe35a5ac33fde755020d8ed458597,Controller,coupling,RFC,after,20
csci262,676bf1cbe6b5a8c204accfc18a2142e14d9a8e6c,Main,coupling,CBO,before,9
csci262,676bf1cbe6b5a8c204accfc18a2142e14d9a8e6c,Main,coupling,CBO,after,9
csci262,676bf1cbe6b5a8c204accfc18a2142e14d9a8e6c,Main,coupling,RFC,before,83
csci262,676bf1cbe6b5a8c204accfc18a2142e14d9a8e6c,Main,coupling,RFC,after,93
checkmarx-plugin,67e697b32a185a23dd43ea706f39c58d3960e0af,CxProjectResult,coupling,CBO,before,36
checkmarx-plugin,67e697b32a185a23dd43ea706f39c58d3960e0af,CxProjectResult,coupling,CBO,after,35
checkmarx-plugin,67e697b32a185a23dd43ea706f39c58d3960e0af,CxProjectResult,coupling,RFC,before,82
checkmarx-plugin,67e697b32a185a23dd43ea706f39c58d3960e0af,CxProjectResult,coupling,RFC,after,82
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenterImpl,coupling,CBO,before,12
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenterImpl,coupling,CBO,after,11
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenterImpl,coupling,RFC,before,20
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenterImpl,coupling,RFC,after,20
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenter,coupling,CBO,before,1
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenter,coupling,CBO,after,0
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenter,coupling,RFC,before,0
weather-app,67ec8e4c84d2e5dde8a14b544491b021b79a5bee,WeatherPresenter,coupling,RFC,after,0
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,HttpBasicAuthService,coupling,CBO,before,7
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,HttpBasicAuthService,coupling,CBO,after,6
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,HttpBasicAuthService,coupling,RFC,before,14
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,HttpBasicAuthService,coupling,RFC,after,19
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,AuthenticationService,coupling,CBO,before,1
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,AuthenticationService,coupling,CBO,after,1
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,AuthenticationService,coupling,RFC,before,0
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,AuthenticationService,coupling,RFC,after,0
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,ServiceController,coupling,CBO,before,5
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,ServiceController,coupling,CBO,after,4
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,ServiceController,coupling,RFC,before,0
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,ServiceController,coupling,RFC,after,0
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,WebServer,coupling,CBO,before,7
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,WebServer,coupling,CBO,after,7
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,WebServer,coupling,RFC,before,9
MaraudersApp-WebServer,67f549333d6ab5e8d42a23da78ac8fbab0518195,WebServer,coupling,RFC,after,9
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanActivity,coupling,CBO,before,29
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanActivity,coupling,CBO,after,29
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanActivity,coupling,RFC,before,132
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanActivity,coupling,RFC,after,133
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanFragment,coupling,CBO,before,48
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanFragment,coupling,CBO,after,48
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanFragment,coupling,RFC,before,195
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripPlanFragment,coupling,RFC,after,197
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripRequestBuilder,coupling,CBO,before,21
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripRequestBuilder,coupling,CBO,after,21
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripRequestBuilder,coupling,RFC,before,89
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,TripRequestBuilder,coupling,RFC,after,90
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,CustomAddress,coupling,CBO,before,5
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,CustomAddress,coupling,CBO,after,5
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,CustomAddress,coupling,RFC,before,52
onebusaway-android,681f0b8111636128edf0b9bd0062c59a4bd498fb,CustomAddress,coupling,RFC,after,57
aurora-spring-boot-starters,68e549ca96944f3389eac3531328b454f7f5b658,ApplicationConfig,coupling,CBO,before,23
aurora-spring-boot-starters,68e549ca96944f3389eac3531328b454f7f5b658,ApplicationConfig,coupling,CBO,after,20
aurora-spring-boot-starters,68e549ca96944f3389eac3531328b454f7f5b658,ApplicationConfig,coupling,RFC,before,14
aurora-spring-boot-starters,68e549ca96944f3389eac3531328b454f7f5b658,ApplicationConfig,coupling,RFC,after,14
report-generator-example,6ada04f447d0b70b09974c976910c96402908fbf,ReportGenerator,coupling,CBO,before,25
report-generator-example,6ada04f447d0b70b09974c976910c96402908fbf,ReportGenerator,coupling,CBO,after,17
report-generator-example,6ada04f447d0b70b09974c976910c96402908fbf,ReportGenerator,coupling,RFC,before,29
report-generator-example,6ada04f447d0b70b09974c976910c96402908fbf,ReportGenerator,coupling,RFC,after,16
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,DeploymentAgent,coupling,CBO,before,55
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,DeploymentAgent,coupling,CBO,after,55
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,DeploymentAgent,coupling,RFC,before,175
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,DeploymentAgent,coupling,RFC,after,174
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,Deployer,coupling,CBO,before,65
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,Deployer,coupling,CBO,after,65
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,Deployer,coupling,RFC,before,234
fabric8,6afdb2da21db3585bae84b24d88a86264c65ac47,Deployer,coupling,RFC,after,244
RealCalculator,6b7c14b20bc85d84f5f4019ccac68d2e3326114f,TreeValue,coupling,CBO,before,0
RealCalculator,6b7c14b20bc85d84f5f4019ccac68d2e3326114f,TreeValue,coupling,CBO,after,0
RealCalculator,6b7c14b20bc85d84f5f4019ccac68d2e3326114f,TreeValue,coupling,RFC,before,6
RealCalculator,6b7c14b20bc85d84f5f4019ccac68d2e3326114f,TreeValue,coupling,RFC,after,6
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,CardiemanScreen,coupling,CBO,before,12
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,CardiemanScreen,coupling,CBO,after,12
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,CardiemanScreen,coupling,RFC,before,13
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,CardiemanScreen,coupling,RFC,after,13
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,GdxGame,coupling,CBO,before,14
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,GdxGame,coupling,CBO,after,15
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,GdxGame,coupling,RFC,before,11
CARdieMAN,6b8e23afe9116827510a106e759319995d56f9f1,GdxGame,coupling,RFC,after,8
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,Scanner,coupling,CBO,before,10
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,Scanner,coupling,CBO,after,12
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,Scanner,coupling,RFC,before,25
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,Scanner,coupling,RFC,after,24
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,SynchronizationRunner,coupling,CBO,before,2
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,SynchronizationRunner,coupling,CBO,after,1
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,SynchronizationRunner,coupling,RFC,before,0
data_synchronization_core,6c9e7b0e9473cd1136a9c7a17420dac8fdd81116,SynchronizationRunner,coupling,RFC,after,2
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Snake,coupling,CBO,before,4
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Snake,coupling,CBO,after,3
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Snake,coupling,RFC,before,47
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Snake,coupling,RFC,after,26
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Playground,coupling,CBO,before,12
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Playground,coupling,CBO,after,14
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Playground,coupling,RFC,before,76
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,Playground,coupling,RFC,after,76
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,PixelNumbers,coupling,CBO,before,0
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,PixelNumbers,coupling,CBO,after,3
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,PixelNumbers,coupling,RFC,before,3
SnakeGame,6cab2ac7193027876cd3f8f9096f97fc81996ebb,PixelNumbers,coupling,RFC,after,6
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnitVO,coupling,CBO,before,1
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnitVO,coupling,CBO,after,1
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnitVO,coupling,RFC,before,0
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnitVO,coupling,RFC,after,0
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnit,coupling,CBO,before,1
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnit,coupling,CBO,after,2
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnit,coupling,RFC,before,0
org.openwms,6cdf61d93210bc5b880e7469a0aacab4267aff2f,TransportUnit,coupling,RFC,after,0
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,SAXDocumentHandler,coupling,CBO,before,3
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,SAXDocumentHandler,coupling,CBO,after,3
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,SAXDocumentHandler,coupling,RFC,before,6
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,SAXDocumentHandler,coupling,RFC,after,6
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,CQA_Loader,coupling,CBO,before,8
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,CQA_Loader,coupling,CBO,after,6
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,CQA_Loader,coupling,RFC,before,12
Quizzing4Abi,6d51a243fa445bbff79670c81728cd3a13126bc8,CQA_Loader,coupling,RFC,after,4
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,MainActivity,coupling,CBO,before,34
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,MainActivity,coupling,CBO,after,34
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,MainActivity,coupling,RFC,before,94
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,MainActivity,coupling,RFC,after,53
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,ItemsRecyclerViewAdapter,coupling,CBO,before,15
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,ItemsRecyclerViewAdapter,coupling,CBO,after,15
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,ItemsRecyclerViewAdapter,coupling,RFC,before,16
suggestions-searchview-material-example,6dd8aa2ef195e647465d64d150d805825f208e9c,ItemsRecyclerViewAdapter,coupling,RFC,after,17
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Station,coupling,CBO,before,10
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Station,coupling,CBO,after,10
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Station,coupling,RFC,before,24
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Station,coupling,RFC,after,29
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Train,coupling,CBO,before,10
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Train,coupling,CBO,after,10
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Train,coupling,RFC,before,33
smdassignment2,6ecc78f5de75242d20ed9b3b906f1b48dcf169ad,Train,coupling,RFC,after,33
nuklei,6ed142d5c7576809a333bfb0a003854869e82ca7,NukleusFactory,coupling,CBO,before,11
nuklei,6ed142d5c7576809a333bfb0a003854869e82ca7,NukleusFactory,coupling,CBO,after,6
nuklei,6ed142d5c7576809a333bfb0a003854869e82ca7,NukleusFactory,coupling,RFC,before,19
nuklei,6ed142d5c7576809a333bfb0a003854869e82ca7,NukleusFactory,coupling,RFC,after,10
GameOfLifeThing,6ef2f540a10726f330ac9b1cebb3427f17c24744,GameOfLifeView,coupling,CBO,before,9
